text1,text2
"Je ne comprends pas , le livreur n'a pas livrer le colis a mon adresse en indiquant que la boite au lettre etait trop petite , ce qui est vrai mais pourquoi n'est-il pas venu sonner a ma porte , sachant que j'etais la et de plus j'ai du payer un surplus pour une livraison en point relais ( 1.98€) c'est honteux .","Je ne comprends pas, le livreur n'a pas livré le colis à mon adresse en déclarant que la boîte à la lettre était trop petite, ce qui est vrai, mais pourquoi n'est-il pas venu sonner à ma porte, sachant que j'étais là et d'ailleurs je devais payer un surplus pour une livraison en point de relais ( 1,98€) est honteux."
"l'alternateur de ma voiture ne chargeait plus la batterie (60 000kms). Je soupçonnais donc le régulateur que j'ai reçu assez rapidement par Oscaro pour 28€. Remplacé illico avec l'aide d'une vidéo youtube, j'ai concurrencé le garagiste qui me proposait le remplacement de l'alternateur pour plus de 300€. Merci Oscaro.","l'alternateur de ma voiture n'a plus chargé la batterie (60 000 km). J'ai donc suspecté le régulateur que j'ai reçu assez rapidement par Oscaro pour 28€. Remplacé illico à l'aide d'une vidéo youtube, j'ai rivalisé avec l'opérateur de garage qui m'a offert le remplacement de l'alternateur pour plus de 300€. Merci Oscaro."
J'ai reçu un mail me disant que ma commande aurait du retard de la préparation et aurait donc du retard dans la livraison. Cet email précisait que pour s'excuser vous offrir un bon de 5 €. Sachant que je commande des pièces automobiles à peu près tous les 10 ans j'ai répondu que j'en avais rien à faire et que c'était l'arnaque étant donné les frais de Chronopost engagé. Une minute plus tard je recevais un email me disant que mon colis était parti. Résumé : on se sent vraiment pris pour des buses.,"J'ai reçu un e-mail me disant que ma commande serait retardée en préparation et serait donc en retard dans la livraison. Cet e-mail a indiqué que pour m'excuser de vous offrir un bon de 5 €. Sachant que je commande des pièces d'automobile presque tous les 10 ans, j'ai répondu que je n'avais rien à voir avec elle et que c'était l'escroquerie étant donné les frais de Chronopost engagés."
Fidèle client et satisfait de vos services.,Client fidèle et satisfait de vos services.
"J'ai commandé 2 disques avant et il y avait qu'un disque dans le carton ,j'ai du renvoyer (9 euros de frais de port à ma charge) lors de cette commande j'ai aussi commandé 2 jeux de 2 plaquettes de frein avant ,la aussi seulement 1 jeu de 2 plaquettes de frein...........j'ai du recommander 2 disques (la c’était bon) et pour le jeu de plaquettes oscaro m'a dit qu'ils m’envoyait le jeu manquant,j’attends (6 jours aujourd'hui)","J'ai commandé 2 disques avant et il n'y avait qu'un seul disque dans le carton, j'ai dû retourner (9 euros de frais d'expédition à ma charge) pendant cette commande j'ai également commandé 2 jeux de 2 plaquettes de frein avant, le seul jeu de 2 plaquettes de frein...... J'ai dû recommander 2 disques (celui était bon) et pour le jeu de plaquettes oscaros m'a dit qu'ils envoyaient le jeu manquant, j'attendais (6 jours aujourd'hui)"
"Tout mes commandes , je les faits sur Oscaro . C’est un bon site . Le seul petit reproche , je trouve que l envoi est un peu long .","Tous mes ordres, je les fais sur Oscaro. C'est un bon site. Le seul petit reproche, je trouve que la cargaison est un peu longue."
J'ai reçu les pièces commandées très rapidement,J'ai reçu les pièces commandées très rapidement
"Service client pas du tout commercial, je ne recommande pas du tout ce site. J'ai passé commande avec ma plaque d'immatriculation, les pièces n'étaient pas les bonnes, du coup ma voiture est restée a l'arrêt pendant plusieurs jours, j'ai du en racheter d'autres d'urgence. Et au final Oscaro me facture 10€ de frais de retour soit l'équivalent de 40% de a commande.","Service client pas du tout commercial, je ne recommande pas ce site du tout. J'ai passé commande avec ma plaque d'immatriculation, les pièces n'étaient pas les bonnes, donc ma voiture est restée à l'arrêt pendant plusieurs jours, j'ai dû acheter d'autres urgences. Et finalement Oscaro me facture 10€ de frais de retour qui est l'équivalent de 40% de la commande."
Envoi rapide. Prix très compétitif. Pièce (servo) parfait pour twingo 1 phase 1,Expédition rapide. Prix très compétitif. Partie parfaite (servo) pour twingo 1 phase 1
"Délai de livraison respectée, matériel reçu conforme","Délai de livraison respecté, matériel reçu conforme"
"J'avais déjà entendu parler de ce produit, en bien, j'ai donc voulu l'essayer (moteur de + de 145000 kms) Je ne doute pas de son efficacité, mais néanmoins, n'étant pas assez mécanicien pour analyser les résultats, je ne peux décemment pas me prononcer. Mais vu ce que les gens en pense, j'en reprendrais (même si cela ne parait pas logique, je sais...)","J'avais déjà entendu parler de ce produit, en bonne voie, donc je voulais l'essayer (moteur de plus de 145000 kms) je ne doute pas de son efficacité, mais néanmoins, n'étant pas suffisamment mécanicien pour analyser les résultats, je ne peux pas me prononcer décemment. Mais compte tenu de ce que les gens pensent, je le reprendrais (même si cela ne semble pas logique, je sais...)"
Commande simple et efficace avec un délai de livraison rapide,Commande simple et efficace avec délai de livraison rapide
Livraison très rapide,Livraison très rapide
Ils prennent leur travail très au sérieux et ont un calendrier de livraison précis,Ils prennent leur travail très au sérieux et ont un calendrier de livraison précis
Bon produit et livraison rapide .,Bon produit et livraison rapide.
Pour commander je trouve personnellement que pour trouver une pièce alors que l'on met notre immatriculation trop de pièces apparaît a tout les prix cela devient un casse tête pour trouver la bonne piece. De plus lors de la livraison le carton était ouvert ... je ne sais donc pas si le colis est complet car je ne suis expert de la mécanique,Pour commander je trouve personnellement que pour trouver une pièce pendant que nous mettons notre enregistrement trop de pièces apparaît à tous les prix il devient un mal de tête de trouver la bonne pièce. De plus pendant la livraison le carton a été ouvert ... donc je ne sais pas si le paquet est complet parce que je ne suis pas expert en mécanique
Très bonne transaction,Très bonne transaction
"vaste choix de produit, délais courts, site et recherches faciles sur le site par contre, prix en hausse","large choix de produits, délais courts, site et recherches faciles sur le site d'autre part, hausse des prix"
Article conforme et rapidité de livraison,Conformité et vitesse de livraison
"Nul!!! la pièce ne correspond pas avec le véhicule el description là vitre arrière a cassé a la fermeture, les verrins sont trop grand , merci oscaro !!!! 100 ero de franchise et un malus","Personne !!! la partie ne correspond pas à la description du véhicule il arrière fenêtre a cassé à la fermeture, les verrins sont trop grands , merci oscaro !!!! 100 ero de franchise et un malus"
"le produit est arrivé en bon etat, bien emballé. conforme à la descrition","le produit est arrivé en bon état, bien emballé. conforme au descrition"
"Bonjour, J’ai fait un achat au mois d’avril, le produit ,je l’ai reçu en bonne état, je voulais des grilles de par choc petit droite et gauche et celui du milieu,je n’ai eu ma réponse, comme je voulais ,je n’ai pas fait de commande depuis, je suis très satisfait des autres commandes.","Bonjour, j'ai fait un achat dans le mois d'avril, le produit, je l'ai reçu en bon état, je voulais petites grilles de choc droit et gauche et le milieu, je n'ai pas eu ma réponse, comme je voulais, je n'ai pas fait de commande depuis, je suis très satisfait des autres commandes."
"J'ai commandé des disques de frein avec le plaque d'imat, pris le premier recommandé. La dimension n'est pas la bonne (32 au lieu de 28) et comme les 20 jours son passés, Oscaro ne reprends pas. Pas très commercant! Je vais donc commander che Mister Auto","J'ai commandé des disques de frein avec la plaque d'Imat, pris le premier recommandé. La dimension n'est pas la bonne (32 au lieu de 28) et comme les 20 jours de son passé, Oscaro ne prend pas le relais. Pas très commercial!"
"J'ai commandé des plaquettes de freins avants pour mon Astra. Je suis passé directement par la plaque d'immatriculation de ma voiture. Elle a bien été reconnue. Mais lorsque j'ai reçu mes plaquettes, celles-ci n'étaient pas du tout bonnes. Elle n'avait pas la même forme. Obligé de les renvoyer et en plus on paye les frais de retour car ce motif n'est pas une exception pour exonération ds frais de port. Je ne trouve pas ça normal.","J'ai commandé des plaquettes de frein avant pour mon Astra. Je suis passé directement par la plaque d'immatriculation de ma voiture. Il était bien reconnu. Mais quand j'ai reçu mes plaquettes, elles n'étaient pas du tout bonnes. Il n'avait pas la même forme."
livraison au top et produit correspondant à mes attentes,livraison au top et au produit selon mes attentes
"Produit disponible, envoi rapide, je recommande","Produit disponible, expédition rapide, je recommande"
"vous m'avez changé ma commande sans me demander mon avis vous aviez mon N° de tel, vous avez mis des disques de freins de moins bonne qualité. le prix est une chose mais la qualitée en est une autre. je ne commanderai plus chez vous","vous avez changé ma commande sans me demander mon avis vous aviez mon N° de tels, vous avez mis des disques de frein de qualité inférieure. le prix est une chose mais la qualité est une autre. Je ne commanderai plus de vous"
